,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
0,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,1,1,SV Samson,SW Billings,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
1,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,1,2,SV Samson,SW Billings,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
2,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,1,3,SV Samson,SW Billings,Sandeep Sharma,0,0,0,0,0,0,4,0,4,,,
3,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,1,4,SV Samson,SW Billings,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
4,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,1,5,SV Samson,SW Billings,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
5,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,1,6,SV Samson,SW Billings,Sandeep Sharma,0,0,0,0,0,0,4,0,4,,,
6,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,2,1,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,0,0,0,,,
7,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,2,2,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,0,0,0,,,
8,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,2,3,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,0,0,0,,,
9,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,2,4,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,4,0,4,,,
10,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,2,5,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,4,0,4,,,
11,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,2,6,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,1,0,1,,,
12,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,3,1,SW Billings,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
13,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,3,2,SW Billings,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
14,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,3,3,SW Billings,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
15,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,3,4,SW Billings,SV Samson,Sandeep Sharma,0,0,0,0,0,0,0,0,0,,,
16,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,3,5,SW Billings,SV Samson,Sandeep Sharma,0,0,0,0,0,0,4,0,4,,,
17,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,3,6,SW Billings,SV Samson,Sandeep Sharma,0,0,0,0,0,0,1,0,1,,,
18,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,4,1,SW Billings,SV Samson,AR Patel,0,0,0,0,0,0,1,0,1,,,
19,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,4,2,SV Samson,SW Billings,AR Patel,0,0,0,0,0,0,1,0,1,,,
20,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,4,3,SW Billings,SV Samson,AR Patel,0,0,0,0,0,0,1,0,1,,,
21,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,4,4,SV Samson,SW Billings,AR Patel,0,0,0,0,0,0,1,0,1,,,
22,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,4,5,SW Billings,SV Samson,AR Patel,0,0,0,0,0,0,1,0,1,,,
23,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,4,6,SV Samson,SW Billings,AR Patel,0,0,0,0,0,0,0,0,0,,,
24,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,5,1,SW Billings,SV Samson,VR Aaron,0,0,0,0,0,0,0,0,0,,,
25,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,5,2,SW Billings,SV Samson,VR Aaron,0,0,0,0,0,0,4,0,4,,,
26,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,5,3,SW Billings,SV Samson,VR Aaron,0,0,0,0,0,0,4,0,4,,,
27,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,5,4,SW Billings,SV Samson,VR Aaron,0,0,0,0,0,0,4,0,4,,,
28,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,5,5,SW Billings,SV Samson,VR Aaron,0,0,0,1,0,0,0,1,1,,,
29,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,5,6,SV Samson,SW Billings,VR Aaron,0,0,0,0,0,0,1,0,1,,,
30,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,6,1,SV Samson,SW Billings,MM Sharma,0,0,0,0,0,0,0,0,0,,,
31,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,6,2,SV Samson,SW Billings,MM Sharma,0,0,0,0,0,0,0,0,0,,,
32,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,6,3,SV Samson,SW Billings,MM Sharma,0,0,0,0,0,0,1,0,1,,,
33,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,6,4,SW Billings,SV Samson,MM Sharma,0,0,0,0,0,0,1,0,1,,,
34,15,2017,Delhi,2017-04-15,Delhi Capitals,Kings XI Punjab,Delhi Capitals,bat,normal,0,Delhi Capitals,51,0,CJ Anderson,Feroz Shah Kotla,YC Barde,Nitin Menon,,15,1,Delhi Capitals,Kings XI Punjab,6,5,SV Samson,SW Billings,MM Sharma,0,0,0,0,0,0,0,0,0,,,
